Local_SKU,Myntra_SKU,SKU_ID,Category,Nykaa_SKU
BW7017TOP_CREAM-M,BNWMTOPS71603362,71603362,Tops,BANIW00002617
BW7017TOP_CREAM-S,BNWMTOPS71603360,71603360,Tops,BANIW00002616
BW7017TOP_PINK-S,BNWMTOPS71603370,71603370,Tops,BANIW00002621
BW7018TOP_PINK-L,BNWMTOPS71603384,71603384,Tops,BANIW00002628
BW7018TOP_PINK-M,BNWMTOPS71603382,71603382,Tops,BANIW00002627
BW7018TOP_PINK-S,BNWMTOPS71603380,71603380,Tops,BANIW00002626
BW7018TOP_PINK-XL,BNWMTOPS71603386,71603386,Tops,BANIW00002629
BW7018TOP_PINK-XXL,BNWMTOPS71603388,71603388,Tops,BANIW00002630
BW7018TOP_WHT-L,BNWMTOPS71614476,71614476,Tops,BANIW00002633
BW7018TOP_WHT-M,BNWMTOPS71614474,71614474,Tops,BANIW00002632
BW7018TOP_WHT-S,BNWMTOPS71614472,71614472,Tops,BANIW00002631
BW7018TOP_WHT-XL,BNWMTOPS71614478,71614478,Tops,BANIW00002634
BW7018TOP_WHT-XXL,BNWMTOPS71614480,71614480,Tops,BANIW00002635
BW7027GRN_KT-XL,BNWMKRTI69966120,69966120,Kurtas,BANIW00004009
BW7027GRN_KT-XXL,BNWMKRTI69966122,69966122,Kurtas,BANIW00004010
BW7029BRN_KT-XL,BNWMKRTI69966020,69966020,Kurtas,BANIW00004024
BW7029BRN_KT-XXL,BNWMKRTI69966022,69966022,Kurtas,BANIW00004025
BW7033PINK_KT-L,BNWMKRTI69965990,69965990,Kurtas,BANIW00004043
BW7033PINK_KT-XL,BNWMKRTI69965992,69965992,Kurtas,BANIW00004044
BW7034RED_KT-M,BNWMKRTI69966066,69966066,Kurtas,BANIW00002230
BW7034RED_KT-XXL,BNWMKRTI69966072,69966072,Kurtas,BANIW00002233
BW7034YELL_KT-L,BNWMKRTI69966058,69966058,Kurtas,BANIW00004048
BW7034YELL_KT-M,BNWMKRTI69966056,69966056,Kurtas,BANIW00004047
BW7034YELL_KT-S,BNWMKRTI69966054,69966054,Kurtas,BANIW00004046
BW7034YELL_KT-XL,BNWMKRTI69966060,69966060,Kurtas,BANIW00004049
BW7034YELL_KT-XXL,BNWMKRTI69966062,69966062,Kurtas,BANIW00004050
BW7036PINK_KT-L,BNWMKRTI70519996,70519996,Kurtas,BANIW00002251
BW7036PINK_KT-M,BNWMKRTI70519994,70519994,Kurtas,BANIW00002250
BW7036PINK_KT-S,BNWMKRTI70519992,70519992,Kurtas,BANIW00002249
BW7036PINK_KT-XL,BNWMKRTI70519998,70519998,Kurtas,BANIW00002252
BW7042BLK_DRS-M,BNWMDRSS70591182,70591182,Dresses,BANIW00003967
BW7042BLK_DRS-XL,BNWMDRSS70591186,70591186,Dresses,BANIW00003969
BW7047PINK_COD-XL,BNWMCOORD72725812,72725812,Co-Ords,BANIW00005311
BW7047PINK_COD-XXL,BNWMCOORD72725814,72725814,Co-Ords,BANIW00005312
BW7047YELL_COD-L,BNWMCOORD72725802,72725802,Co-Ords,BANIW00005313
BW7047YELL_COD-M,BNWMCOORD72725800,72725800,Co-Ords,BANIW00005314
BW7047YELL_COD-S,BNWMCOORD72725796,72725796,Co-Ords,BANIW00005315
BW7047YELL_COD-XL,BNWMCOORD72725806,72725806,Co-Ords,BANIW00005316
BW7047YELL_COD-XXL,BNWMCOORD72725810,72725810,Co-Ords,BANIW00005317
BW7062BLK_COD-L,BNWMCLST74463756,74463756,Co-Ords,BANIW00002842
BW7062BLK_COD-M,BNWMCLST74463754,74463754,Co-Ords,BANIW00002841
BW7062BLK_COD-S,BNWMCLST74463752,74463752,Co-Ords,BANIW00002840
BW7062BLK_COD-XL,BNWMCLST74463758,74463758,Co-Ords,BANIW00002843
BW7062TEAL_COD-L,BNWMCLST74463684,74463684,Co-Ords,BANIW00002848
BW7062TEAL_COD-M,BNWMCLST74463682,74463682,Co-Ords,BANIW00002847
BW7062TEAL_COD-S,BNWMCLST74463680,74463680,Co-Ords,BANIW00002846
BW7062TEAL_COD-XL,BNWMCLST74463686,74463686,Co-Ords,BANIW00002849
BW7062TEAL_COD-XS,BNWMCLST74463678,74463678,Co-Ords,BANIW00002845
BW7063CREAM_COD-L,BNWMCLST74463660,74463660,Co-Ords,BANIW00002854
BW7063CREAM_COD-M,BNWMCLST74463658,74463658,Co-Ords,BANIW00002853
BW7063CREAM_COD-S,BNWMCLST74463656,74463656,Co-Ords,BANIW00002852
BW7063CREAM_COD-XL,BNWMCLST74463662,74463662,Co-Ords,BANIW00002855
BW7063CREAM_COD-XS,BNWMCLST74463654,74463654,Co-Ords,BANIW00002851
BW7063CREAM_COD-XXL,BNWMCLST74463664,74463664,Co-Ords,BANIW00002856
BW7066BLK_COD-L,BNWMCLST74463612,74463612,Co-Ords,BANIW00002872
BW7066BLK_COD-M,BNWMCLST74463610,74463610,Co-Ords,BANIW00002871
BW7066BLK_COD-S,BNWMCLST74463608,74463608,Co-Ords,BANIW00002870
BW7066BLK_COD-XL,BNWMCLST74463614,74463614,Co-Ords,BANIW00002873
BW7066BLK_COD-XS,BNWMCLST74463606,74463606,Co-Ords,BANIW00002869
BW7066BLK_COD-XXL,BNWMCLST74463616,74463616,Co-Ords,BANIW00002874
BW7070BLUE_COD-L,BNWMCLST74524332,74524332,Co-Ords,BANIW00002926
BW7070BLUE_COD-M,BNWMCLST74524330,74524330,Co-Ords,BANIW00002925
BW7070BLUE_COD-S,BNWMCLST74524328,74524328,Co-Ords,BANIW00002924
BW7070BLUE_COD-XL,BNWMCLST74524334,74524334,Co-Ords,BANIW00002927
BW7070BLUE_COD-XS,BNWMCLST74524326,74524326,Co-Ords,BANIW00002923
BW7070BLUE_COD-XXL,BNWMCLST74524336,74524336,Co-Ords,BANIW00002928
BW7070RED_COD-L,BNWMCLST74524320,74524320,Co-Ords,BANIW00002932
BW7070RED_COD-M,BNWMCLST74524318,74524318,Co-Ords,BANIW00002931
BW7070RED_COD-S,BNWMCLST74524316,74524316,Co-Ords,BANIW00002930
BW7070RED_COD-XL,BNWMCLST74524322,74524322,Co-Ords,BANIW00002933
BW7070RED_COD-XS,BNWMCLST74524314,74524314,Co-Ords,BANIW00002929
BW7070RED_COD-XXL,BNWMCLST74524324,74524324,Co-Ords,BANIW00002934
BW7071GRN_COD-M,BNWMCLST74463578,74463578,Co-Ords,BANIW00002889
BW7071GRN_COD-XS,BNWMCLST74463570,74463570,Co-Ords,BANIW00002887
BW7071PINK_COD-S,BNWMCLST74463644,74463644,Co-Ords,BANIW00002894
BW7071PINK_COD-XS,BNWMCLST74463642,74463642,Co-Ords,BANIW00002893
BW7072GRN_COD-L,BNWMCLST74463696,74463696,Co-Ords,BANIW00002902
BW7072GRN_COD-M,BNWMCLST74463694,74463694,Co-Ords,BANIW00002901
BW7072GRN_COD-S,BNWMCLST74463692,74463692,Co-Ords,BANIW00002900
BW7072GRN_COD-XL,BNWMCLST74463698,74463698,Co-Ords,BANIW00002903
BW7072ORG_COD-L,BNWMCLST74463720,74463720,Co-Ords,BANIW00002908
BW7072ORG_COD-M,BNWMCLST74463718,74463718,Co-Ords,BANIW00002907
BW7072ORG_COD-S,BNWMCLST74463716,74463716,Co-Ords,BANIW00002906
BW7072ORG_COD-XL,BNWMCLST74463722,74463722,Co-Ords,BANIW00002909
BW7072ORG_COD-XS,BNWMCLST74463714,74463714,Co-Ords,BANIW00002905
BW7072ORG_COD-XXL,BNWMCLST74463724,74463724,Co-Ords,BANIW00002910
BW7073BRN_COD-S,BNWMCLST74463576,74463576,Co-Ords,BANIW00002912
BW7073TEAL_COD-L,BNWMCLST74463600,74463600,Co-Ords,BANIW00002920
BW7073TEAL_COD-M,BNWMCLST74463598,74463598,Co-Ords,BANIW00002919
BW7073TEAL_COD-S,BNWMCLST74463596,74463596,Co-Ords,BANIW00002918
BW7073TEAL_COD-XL,BNWMCLST74463602,74463602,Co-Ords,BANIW00002921
BW7073TEAL_COD-XS,BNWMCLST74463594,74463594,Co-Ords,BANIW00002917
BW7076BRN_COD-L,BNWMCOORD77688136,77688136,Co-Ords,BANIW00003338
BW7076BRN_COD-XS,BNWMCOORD77688124,77688124,Co-Ords,BANIW00003335
BW7076FUSHIYA_COD-S,BNWMCOORD77680404,77680404,Co-Ords,BANIW00003342
BW7076FUSHIYA_COD-XS,BNWMCOORD77680402,77680402,Co-Ords,BANIW00003341
BW7078GRN_DRS-L,BNWMDRSS77301284,77301284,Dresses,BANIW00003258
BW7078GRN_DRS-M,BNWMDRSS77301282,77301282,Dresses,BANIW00003257
BW7078GRN_DRS-S,BNWMDRSS77301280,77301280,Dresses,BANIW00003256
BW7078GRN_DRS-XL,BNWMDRSS77301286,77301286,Dresses,BANIW00003259
BW7078GRN_DRS-XS,BNWMDRSS77301278,77301278,Dresses,BANIW00003255
BW7078GRN_DRS-XXL,BNWMDRSS77301288,77301288,Dresses,BANIW00003260
BW7078MRN_DRS-L,BNWMDRSS77301254,77301254,Dresses,BANIW00003264
BW7078MRN_DRS-M,BNWMDRSS77301250,77301250,Dresses,BANIW00003263
BW7078MRN_DRS-S,BNWMDRSS77301246,77301246,Dresses,BANIW00003262
BW7078MRN_DRS-XL,BNWMDRSS77301258,77301258,Dresses,BANIW00003265
BW7078MRN_DRS-XS,BNWMDRSS77301242,77301242,Dresses,BANIW00003261
BW7078MRN_DRS-XXL,BNWMDRSS77301262,77301262,Dresses,BANIW00003266
BW7079GRN_DRS-S,BNWMDRSS77301248,77301248,Dresses,BANIW00003274
BW7079GRN_DRS-XXL,BNWMDRSS77301264,77301264,Dresses,BANIW00003278
BW7079PINK_DRS-L,BNWMDRSS77301272,77301272,Dresses,BANIW00003270
BW7079PINK_DRS-M,BNWMDRSS77301270,77301270,Dresses,BANIW00003269
BW7079PINK_DRS-S,BNWMDRSS77301268,77301268,Dresses,BANIW00003268
BW7079PINK_DRS-XL,BNWMDRSS77301274,77301274,Dresses,BANIW00003271
BW7079PINK_DRS-XS,BNWMDRSS77301266,77301266,Dresses,BANIW00003267
BW7079PINK_DRS-XXL,BNWMDRSS77301276,77301276,Dresses,BANIW00003272
BW7080GREY_COD-L,BNWMCOORD77680396,77680396,Co-Ords,BANIW00005323
BW7080GREY_COD-M,BNWMCOORD77680392,77680392,Co-Ords,BANIW00005324
BW7080GREY_COD-S,BNWMCOORD77680388,77680388,Co-Ords,BANIW00005325
BW7080GREY_COD-XL,BNWMCOORD77680398,77680398,Co-Ords,BANIW00005326
BW7080GREY_COD-XS,BNWMCOORD77680382,77680382,Co-Ords,BANIW00005327
BW7080GREY_COD-XXL,BNWMCOORD77680400,77680400,Co-Ords,BANIW00005328
BW7080YELL_COD-L,BNWMCOORD77680492,77680492,Co-Ords,BANIW00005329
BW7080YELL_COD-M,BNWMCOORD77680490,77680490,Co-Ords,BANIW00005330
BW7080YELL_COD-S,BNWMCOORD77680488,77680488,Co-Ords,BANIW00005331
BW7080YELL_COD-XL,BNWMCOORD77680494,77680494,Co-Ords,BANIW00005332
BW7080YELL_COD-XS,BNWMCOORD77680486,77680486,Co-Ords,BANIW00005333
BW7080YELL_COD-XXL,BNWMCOORD77680496,77680496,Co-Ords,BANIW00005334
BW7081GRN_COD-L,BNWMCOORD77680460,77680460,Co-Ords,BANIW00003362
BW7081GRN_COD-M,BNWMCOORD77680456,77680456,Co-Ords,BANIW00003361
BW7081GRN_COD-S,BNWMCOORD77680452,77680452,Co-Ords,BANIW00003360
BW7081GRN_COD-XL,BNWMCOORD77680462,77680462,Co-Ords,BANIW00003363
BW7081GRN_COD-XS,BNWMCOORD77680448,77680448,Co-Ords,BANIW00003359
BW7081GRN_COD-XXL,BNWMCOORD77680464,77680464,Co-Ords,BANIW00003364
BW7081MGNT_COD-XXL,BNWMCOORD77688158,77688158,Co-Ords,BANIW00003370
BW7081MULTI_COD-L,BNWMCOORD86026030,86026030,Co-Ords,BANIW00005353
BW7081MULTI_COD-S,BNWMCOORD86026026,86026026,Co-Ords,BANIW00005355
BW7081MULTI_COD-XS,BNWMCOORD86026024,86026024,Co-Ords,BANIW00005357
BW7081MULTI_COD-XXL,BNWMCOORD86026034,86026034,Co-Ords,BANIW00005358
BW7081MUST_COD-L,BNWMCOORD77680284,77680284,Co-Ords,BANIW00003374
BW7081MUST_COD-M,BNWMCOORD77680282,77680282,Co-Ords,BANIW00003373
BW7081MUST_COD-S,BNWMCOORD77680280,77680280,Co-Ords,BANIW00003372
BW7081MUST_COD-XL,BNWMCOORD77680286,77680286,Co-Ords,BANIW00003375
BW7081MUST_COD-XS,BNWMCOORD77680274,77680274,Co-Ords,BANIW00003371
BW7081MUST_COD-XXL,BNWMCOORD77680288,77680288,Co-Ords,BANIW00003376
BW7083GRN_COD-L,BNWMCOORD77680316,77680316,Co-Ords,BANIW00003380
BW7083GRN_COD-M,BNWMCOORD77680312,77680312,Co-Ords,BANIW00003379
BW7083GRN_COD-S,BNWMCOORD77680308,77680308,Co-Ords,BANIW00003378
BW7083GRN_COD-XL,BNWMCOORD77680320,77680320,Co-Ords,BANIW00003381
BW7083GRN_COD-XS,BNWMCOORD77680302,77680302,Co-Ords,BANIW00003377
BW7083GRN_COD-XXL,BNWMCOORD77680324,77680324,Co-Ords,BANIW00003382
BW7084GRN_COD-M,BNWMCOORD77680356,77680356,Co-Ords,BANIW00003385
BW7084GRN_COD-S,BNWMCOORD77680352,77680352,Co-Ords,BANIW00003384
BW7084GRN_COD-XL,BNWMCOORD77680362,77680362,Co-Ords,BANIW00003387
BW7084GRN_COD-XXL,BNWMCOORD77680364,77680364,Co-Ords,BANIW00003388
BW7084PINK_COD-L,BNWMCOORD77680184,77680184,Co-Ords,BANIW00003392
BW7084PINK_COD-M,BNWMCOORD77680182,77680182,Co-Ords,BANIW00003391
BW7084PINK_COD-S,BNWMCOORD77680178,77680178,Co-Ords,BANIW00003390
BW7084PINK_COD-XL,BNWMCOORD77680186,77680186,Co-Ords,BANIW00003393
BW7084PINK_COD-XS,BNWMCOORD77680174,77680174,Co-Ords,BANIW00003389
BW7084PINK_COD-XXL,BNWMCOORD77680188,77680188,Co-Ords,BANIW00003394
BW7087GRN_COD-L,BNWMCOORD77688138,77688138,Co-Ords,BANIW00003404
BW7087GRN_COD-M,BNWMCOORD77688134,77688134,Co-Ords,BANIW00003403
BW7087GRN_COD-S,BNWMCOORD77688130,77688130,Co-Ords,BANIW00003402
BW7087GRN_COD-XL,BNWMCOORD77688142,77688142,Co-Ords,BANIW00003405
BW7087GRN_COD-XS,BNWMCOORD77688126,77688126,Co-Ords,BANIW00003401
BW7087GRN_COD-XXL,BNWMCOORD77688146,77688146,Co-Ords,BANIW00003406
BW7087RED_COD-L,BNWMCOORD77680214,77680214,Co-Ords,BANIW00003398
BW7087RED_COD-M,BNWMCOORD77680210,77680210,Co-Ords,BANIW00003397
BW7087RED_COD-S,BNWMCOORD77680206,77680206,Co-Ords,BANIW00003396
BW7087RED_COD-XL,BNWMCOORD77680218,77680218,Co-Ords,BANIW00003399
BW7087RED_COD-XS,BNWMCOORD77680202,77680202,Co-Ords,BANIW00003395
BW7087RED_COD-XXL,BNWMCOORD77680220,77680220,Co-Ords,BANIW00003400
BW7088NAVE_COD-M,BNWMCOORD78272454,78272454,Co-Ords,BANIW00003499
BW7088NAVE_COD-XXL,BNWMCOORD78272466,78272466,Co-Ords,BANIW00003502
BW7089GRN_COD-L,BNWMCOORD77680306,77680306,Co-Ords,BANIW00003410
BW7089GRN_COD-M,BNWMCOORD77680304,77680304,Co-Ords,BANIW00003409
BW7089GRN_COD-S,BNWMCOORD77680300,77680300,Co-Ords,BANIW00003408
BW7089GRN_COD-XL,BNWMCOORD77680310,77680310,Co-Ords,BANIW00003411
BW7089GRN_COD-XXL,BNWMCOORD77680318,77680318,Co-Ords,BANIW00003412
BW7089PINK_COD-M,BNWMCOORD77680270,77680270,Co-Ords,BANIW00003415
BW7089PINK_COD-S,BNWMCOORD77680268,77680268,Co-Ords,BANIW00003414
BW8001GREY_COD-L,BNWMCOORD77680422,77680422,Co-Ords,BANIW00003422
BW8001GREY_COD-M,BNWMCOORD77680420,77680420,Co-Ords,BANIW00003421
BW8001GREY_COD-S,BNWMCOORD77680416,77680416,Co-Ords,BANIW00003420
BW8001GREY_COD-XL,BNWMCOORD77680426,77680426,Co-Ords,BANIW00003423
BW8001GREY_COD-XS,BNWMCOORD77680414,77680414,Co-Ords,BANIW00003419
BW8001GREY_COD-XXL,BNWMCOORD77680430,77680430,Co-Ords,BANIW00003424
BW8001PEACH_COD-L,BNWMCOORD77680480,77680480,Co-Ords,BANIW00003428
BW8001PEACH_COD-M,BNWMCOORD77680478,77680478,Co-Ords,BANIW00003427
BW8001PEACH_COD-S,BNWMCOORD77680476,77680476,Co-Ords,BANIW00003426
BW8001PEACH_COD-XL,BNWMCOORD77680482,77680482,Co-Ords,BANIW00003429
BW8001PEACH_COD-XS,BNWMCOORD77680474,77680474,Co-Ords,BANIW00003425
BW8001PEACH_COD-XXL,BNWMCOORD77680484,77680484,Co-Ords,BANIW00003430
BW8008YELL_COD-L,BNWMCOORD77680372,77680372,Co-Ords,BANIW00003470
BW8008YELL_COD-M,BNWMCOORD77680370,77680370,Co-Ords,BANIW00003469
BW8008YELL_COD-S,BNWMCOORD77680368,77680368,Co-Ords,BANIW00003468
BW8008YELL_COD-XL,BNWMCOORD77680374,77680374,Co-Ords,BANIW00003471
BW8008YELL_COD-XS,BNWMCOORD77680366,77680366,Co-Ords,BANIW00003467
BW8008YELL_COD-XXL,BNWMCOORD77680376,77680376,Co-Ords,BANIW00003472
BW8009PINK_COD-L,BNWMCOORD77680336,77680336,Co-Ords,BANIW00003476
BW8009PINK_COD-M,BNWMCOORD77680334,77680334,Co-Ords,BANIW00003475
BW8009PINK_COD-S,BNWMCOORD77680332,77680332,Co-Ords,BANIW00003474
BW8009PINK_COD-XL,BNWMCOORD77680338,77680338,Co-Ords,BANIW00003477
BW8009PINK_COD-XS,BNWMCOORD77680330,77680330,Co-Ords,BANIW00003473
BW8009PINK_COD-XXL,BNWMCOORD77680340,77680340,Co-Ords,BANIW00003478
BW8012YELL_SKD-S,BNWMKASS77471608,77471608,Kurta Sets,BANIW00003217
BW8013CREAM_SKD-M,BNWMKASS77471522,77471522,Kurta Sets,BANIW00003198
BW8013CREAM_SKD-S,BNWMKASS77471520,77471520,Kurta Sets,BANIW00003197
BW8014TURQ_SKD-M,BNWMKASS77471590,77471590,Kurta Sets,BANIW00003231
BW8015RGRN_SKD-L,BNWMKASS77471534,77471534,Kurta Sets,BANIW00003209
BW8017GRN_SKD-L,BNWMKASS85706996,85706996,Kurta Sets,BANIW00004634
BW8017GRN_SKD-M,BNWMKASS85706994,85706994,Kurta Sets,BANIW00004633
BW8017GRN_SKD-XL,BNWMKASS85707000,85707000,Kurta Sets,BANIW00004635
BW8017GRN_SKD-XXL,BNWMKASS85707002,85707002,Kurta Sets,BANIW00004636
BW8021GRN_COD-L,BNWMCOORD77680350,77680350,Co-Ords,BANIW00003488
BW8021GRN_COD-S,BNWMCOORD77680344,77680344,Co-Ords,BANIW00003486
BW8021GRN_COD-XXL,BNWMCOORD77680358,77680358,Co-Ords,BANIW00003490
BW8022GREY_SKD-L,BNWMKASS78332070,78332070,Kurta Sets,BANIW00003555
BW8022GREY_SKD-M,BNWMKASS78332066,78332066,Kurta Sets,BANIW00003554
BW8022GREY_SKD-S,BNWMKASS78332062,78332062,Kurta Sets,BANIW00003553
BW8022GREY_SKD-XL,BNWMKASS78332072,78332072,Kurta Sets,BANIW00003556
BW8022GREY_SKD-XXL,BNWMKASS78332076,78332076,Kurta Sets,BANIW00003557
BW8022Rust_COD-M,BNWMKASS82718052,82718052,Co-Ords,#N/A
BW8022RUST_SKD-L,BNWMKASS82718048,82718048,Kurta Sets,BANIW00003560
BW8022RUST_SKD-M,BNWMKASS82718052,82718052,Kurta Sets,BANIW00003559
BW8022RUST_SKD-XL,BNWMKASS82718060,82718060,Kurta Sets,BANIW00003561
BW8022RUST_SKD-XXL,BNWMKASS82718064,82718064,Kurta Sets,BANIW00003562
BW8024RED_SKD-XXL,BNWMKASS79603200,79603200,Kurta Sets,BANIW00003765
BW8025YELL_SKD-L,BNWMKASS78332144,78332144,Kurta Sets,BANIW00003565
BW8025YELL_SKD-M,BNWMKASS78332142,78332142,Kurta Sets,BANIW00003564
BW8025YELL_SKD-XL,BNWMKASS78332146,78332146,Kurta Sets,BANIW00003566
BW8025YELL_SKD-XXL,BNWMKASS78332148,78332148,Kurta Sets,BANIW00003567
BW8028LIME_SKD-L,BNWMKASS78332094,78332094,Kurta Sets,BANIW00003570
BW8028LIME_SKD-M,BNWMKASS78332092,78332092,Kurta Sets,BANIW00003569
BW8028LIME_SKD-XL,BNWMKASS78332096,78332096,Kurta Sets,BANIW00003571
BW8028PINK_SKD-L,Not Listed,#N/A,Kurta Sets,#N/A
BW8028PINK_SKD-S,Not Listed,#N/A,Kurta Sets,#N/A
BW8028PINK_SKD-XL,Not Listed,#N/A,Kurta Sets,#N/A
BW8029AQUA_SKD-L,BNWMKASS78332044,78332044,Kurta Sets,BANIW00003575
BW8029AQUA_SKD-S,BNWMKASS78332040,78332040,Kurta Sets,BANIW00003573
BW8029AQUA_SKD-XL,BNWMKASS78332046,78332046,Kurta Sets,BANIW00003576
BW8029PINK_SKD-L,BNWMKASS81273276,81273276,Kurta Sets,BANIW00004449
BW8029PINK_SKD-M,BNWMKASS81273266,81273266,Kurta Sets,BANIW00004448
BW8029PINK_SKD-S,BNWMKASS81273254,81273254,Kurta Sets,BANIW00004447
BW8029PINK_SKD-XL,BNWMKASS81273286,81273286,Kurta Sets,BANIW00004450
BW8031RED_SKD-L,BNWMKASS81273288,81273288,Kurta Sets,BANIW00004454
BW8031RED_SKD-M,BNWMKASS81273274,81273274,Kurta Sets,BANIW00004453
BW8031RED_SKD-XL,BNWMKASS81273300,81273300,Kurta Sets,BANIW00004455
BW8031RED_SKD-XXL,BNWMKASS81273308,81273308,Kurta Sets,BANIW00004456
BW8032GRN_COD-L,BNWMCOORD78272456,78272456,Co-Ords,BANIW00003506
BW8032GRN_COD-M,BNWMCOORD78272452,78272452,Co-Ords,BANIW00003505
BW8032GRN_COD-S,BNWMCOORD78272448,78272448,Co-Ords,BANIW00003504
BW8032GRN_COD-XL,BNWMCOORD78272460,78272460,Co-Ords,BANIW00003507
BW8032GRN_COD-XS,BNWMCOORD78272444,78272444,Co-Ords,BANIW00003503
BW8032GRN_COD-XXL,BNWMCOORD78272464,78272464,Co-Ords,BANIW00003508
BW8032MAUVE_COD-L,BNWMCOORD78272412,78272412,Co-Ords,BANIW00003512
BW8032MAUVE_COD-M,BNWMCOORD78272408,78272408,Co-Ords,BANIW00003511
BW8032MAUVE_COD-S,BNWMCOORD78272404,78272404,Co-Ords,BANIW00003510
BW8032MAUVE_COD-XL,BNWMCOORD78272416,78272416,Co-Ords,BANIW00003513
BW8032MAUVE_COD-XS,BNWMCOORD78272398,78272398,Co-Ords,BANIW00003509
BW8032MAUVE_COD-XXL,BNWMCOORD78272418,78272418,Co-Ords,BANIW00003514
BW8034_BLK_COD-S,BNWMCOORD98892007,98892007,Co-Ords,BANIW00005601
BW8034_BLK_COD-XS,BNWMCOORD98892006,98892006,Co-Ords,BANIW00005600
BW8034_BLK_COD-XXL,BNWMCOORD98892011,98892011,Co-Ords,BANIW00005605
BW8034_BRN_COD-L,BNWMCOORD98322103,98322103,Co-Ords,BANIW00005593
BW8034_BRN_COD-M,BNWMCOORD98322101,98322101,Co-Ords,BANIW00005592
BW8034_BRN_COD-S,BNWMCOORD98322100,98322100,Co-Ords,BANIW00005591
BW8034_BRN_COD-XL,BNWMCOORD98322105,98322105,Co-Ords,BANIW00005594
BW8034_BRN_COD-XS,BNWMCOORD98322098,98322098,Co-Ords,BANIW00005590
BW8034_BRN_COD-XXL,BNWMCOORD98322107,98322107,Co-Ords,BANIW00005595
BW8034GREY_COD-L,BNWMCOORD78272474,78272474,Co-Ords,BANIW00003524
BW8034GREY_COD-M,BNWMCOORD78272472,78272472,Co-Ords,BANIW00003523
BW8034GREY_COD-S,BNWMCOORD78272470,78272470,Co-Ords,BANIW00003522
BW8034GREY_COD-XL,BNWMCOORD78272476,78272476,Co-Ords,BANIW00003525
BW8034GREY_COD-XS,BNWMCOORD78272468,78272468,Co-Ords,BANIW00003521
BW8034GREY_COD-XXL,BNWMCOORD78272478,78272478,Co-Ords,BANIW00003526
BW8034PINK_COD-L,BNWMCOORD78272434,78272434,Co-Ords,BANIW00003530
BW8034PINK_COD-M,BNWMCOORD78272430,78272430,Co-Ords,BANIW00003529
BW8034PINK_COD-S,BNWMCOORD78272426,78272426,Co-Ords,BANIW00003528
BW8034PINK_COD-XL,BNWMCOORD78272438,78272438,Co-Ords,BANIW00003531
BW8034PINK_COD-XS,BNWMCOORD78272422,78272422,Co-Ords,BANIW00003527
BW8034PINK_COD-XXL,BNWMCOORD78272442,78272442,Co-Ords,BANIW00003532
BW8036MRN_SKD-L,BNWMKASS78332104,78332104,Kurta Sets,BANIW00003585
BW8036MRN_SKD-XXL,BNWMKASS78332108,78332108,Kurta Sets,BANIW00003587
BW8038MULTI_COD-L,BNWMCOORD79893188,79893188,Co-Ords,BANIW00003768
BW8038MULTI_COD-M,BNWMCOORD79893184,79893184,Co-Ords,BANIW00003767
BW8038MULTI_COD-S,BNWMCOORD79893180,79893180,Co-Ords,BANIW00003766
BW8038MULTI_COD-XL,BNWMCOORD79893192,79893192,Co-Ords,BANIW00003769
BW8038MULTI_COD-XS,BNWMCOORD79893176,79893176,Co-Ords,#N/A
BW8038MULTI_COD-XXL,BNWMCOORD79893194,79893194,Co-Ords,BANIW00003770
BW8040Pink_SKD-XL,BNWMKASS79603192,79603192,Kurta Sets,BANIW00003778
BW8043GRN_SKD-L,BNWMKASS81273284,81273284,Kurta Sets,BANIW00004459
BW8043GRN_SKD-M,BNWMKASS81273272,81273272,Kurta Sets,BANIW00004458
BW8043GRN_SKD-S,BNWMKASS81273260,81273260,Kurta Sets,BANIW00004457
BW8043GRN_SKD-XL,BNWMKASS81273296,81273296,Kurta Sets,BANIW00004460
BW8043GRN_SKD-XXL,BNWMKASS81273306,81273306,Kurta Sets,BANIW00004461
BW8043PINK_SKD-L,BNWMKASS81273320,81273320,Kurta Sets,BANIW00004464
BW8043PINK_SKD-M,BNWMKASS81273316,81273316,Kurta Sets,BANIW00004463
BW8043PINK_SKD-S,BNWMKASS81273312,81273312,Kurta Sets,BANIW00004462
BW8043PINK_SKD-XL,BNWMKASS81273324,81273324,Kurta Sets,BANIW00004465
BW8043PINK_SKD-XXL,BNWMKASS81273328,81273328,Kurta Sets,BANIW00004466
BW8044Beige_COD-L,BNWMCOORD81357086,81357086,Co-Ords,BANIW00004306
BW8044Beige_COD-M,BNWMCOORD81357084,81357084,Co-Ords,BANIW00004305
BW8044Beige_COD-S,BNWMCOORD81357082,81357082,Co-Ords,BANIW00004304
BW8044Beige_COD-XL,BNWMCOORD81357088,81357088,Co-Ords,BANIW00004307
BW8044Beige_COD-XS,BNWMCOORD81357080,81357080,Co-Ords,BANIW00004303
BW8044Beige_COD-XXL,BNWMCOORD81357090,81357090,Co-Ords,BANIW00004308
BW8045GRN_COD-M,BNWMCOORD82063712,82063712,Co-Ords,BANIW00006214
BW8045GRN_COD-XS,BNWMCOORD82063704,82063704,Co-Ords,BANIW00006212
BW8045GRN_COD-XXL,BNWMCOORD82063724,82063724,Co-Ords,BANIW00006217
BW8045RUST_COD-M,BNWMCOORD82063714,82063714,Co-Ords,BANIW00006220
BW8045RUST_COD-XS,BNWMCOORD82063706,82063706,Co-Ords,BANIW00006218
