Local_SKU,Myntra_SKU,SKU_ID,Category,Nykaa_SKU
BP9062_PPL_SKD-4XL,BNWMKASS98565496,98565496,Kurta Sets,BANIW00005494
BP9062_PPL_SKD-5XL,BNWMKASS98565497,98565497,Kurta Sets,BANIW00005495
BP9062_PPL_SKD-6XL,BNWMKASS98565498,98565498,Kurta Sets,BANIW00005496
BP9063_BRN_SKD-3XL,BNWMKASS98565450,98565450,Kurta Sets,BANIW00005497
BP9063_BRN_SKD-4XL,BNWMKASS98565454,98565454,Kurta Sets,BANIW00005498
BP9063_BRN_SKD-5XL,BNWMKASS98565457,98565457,Kurta Sets,BANIW00005499
BP9063_BRN_SKD-6XL,BNWMKASS98565458,98565458,Kurta Sets,BANIW00005500
BP9063_PPL_SKD-3XL,BNWMKASS98565598,98565598,Kurta Sets,BANIW00005501
BP9063_PPL_SKD-4XL,BNWMKASS98565599,98565599,Kurta Sets,BANIW00005502
BP9063_PPL_SKD-5XL,BNWMKASS98565600,98565600,Kurta Sets,BANIW00005503
BP9063_PPL_SKD-6XL,BNWMKASS98565601,98565601,Kurta Sets,BANIW00005504
BP9065_BRN_COD-3XL,BNWMCOORD98892036,98892036,Co-Ords,BANIW00005664
BP9065_BRN_COD-4XL,BNWMCOORD98892037,98892037,Co-Ords,BANIW00005665
BP9065_BRN_COD-5XL,BNWMCOORD98892038,98892038,Co-Ords,BANIW00005666
BP9065_BRN_COD-6XL,BNWMCOORD98892039,98892039,Co-Ords,BANIW00005667
BPR8049BRN_SKD-3XL,BNWMKASS111466562,111466562,Kurta Sets,BANIW00006671
BPR8049BRN_SKD-4XL,BNWMKASS111466563,111466563,Kurta Sets,BANIW00006672
BPR8049BRN_SKD-5XL,BNWMKASS111466564,111466564,Kurta Sets,BANIW00006673
BPR8049BRN_SKD-6XL,BNWMKASS111466565,111466565,Kurta Sets,BANIW00006674
BW10K10_Green_COD-L,BNWMCOORD109391317,109391317,Co-Ords,BANIW00006490
BW10K10_Green_COD-M,BNWMCOORD109391316,109391316,Co-Ords,BANIW00006489
BW10K10_Green_COD-S,BNWMCOORD109391315,109391315,Co-Ords,BANIW00006488
BW10K10_Green_COD-XL,BNWMCOORD109391318,109391318,Co-Ords,BANIW00006491
BW10K10_Green_COD-XS,BNWMCOORD109391314,109391314,Co-Ords,BANIW00006487
BW10K10_Green_COD-XXL,BNWMCOORD109391319,109391319,Co-Ords,BANIW00006492
BW10K11_Multi_COD-L,BNWMCOORD109005902,109005902,Co-Ords,BANIW00006365
BW10K11_Multi_COD-M,BNWMCOORD109005900,109005900,Co-Ords,BANIW00006364
BW10K11_Multi_COD-S,BNWMCOORD109005899,109005899,Co-Ords,BANIW00006363
BW10K11_Multi_COD-XL,BNWMCOORD109005904,109005904,Co-Ords,BANIW00006366
BW10K11_Multi_COD-XS,BNWMCOORD109005897,109005897,Co-Ords,BANIW00006362
BW10K11_Multi_COD-XXL,BNWMCOORD109005906,109005906,Co-Ords,BANIW00006367
BW10K12_Green_COD-L,BNWMCOORD109005912,109005912,Co-Ords,BANIW00006371
BW10K12_Green_COD-M,BNWMCOORD109005911,109005911,Co-Ords,BANIW00006370
BW10K12_Green_COD-S,BNWMCOORD109005910,109005910,Co-Ords,BANIW00006369
BW10K12_Green_COD-XL,BNWMCOORD109005913,109005913,Co-Ords,BANIW00006372
BW10K12_Green_COD-XS,BNWMCOORD109005909,109005909,Co-Ords,BANIW00006368
BW10K12_Green_COD-XXL,BNWMCOORD109005914,109005914,Co-Ords,BANIW00006373
BW10K12_Pink_COD-L,BNWMCOORD109005975,109005975,Co-Ords,BANIW00006377
BW10K12_Pink_COD-M,BNWMCOORD109005974,109005974,Co-Ords,BANIW00006376
BW10K12_Pink_COD-XL,BNWMCOORD109005976,109005976,Co-Ords,BANIW00006378
BW10K12_Pink_COD-XS,BNWMCOORD109005972,109005972,Co-Ords,BANIW00006374
BW10K12_Pink_COD-XXL,BNWMCOORD109005977,109005977,Co-Ords,BANIW00006379
BW10K14_Blue_COD-L,BNWMCOORD109005969,109005969,Co-Ords,BANIW00006383
BW10K14_Blue_COD-M,BNWMCOORD109005968,109005968,Co-Ords,BANIW00006382
BW10K14_Blue_COD-S,BNWMCOORD109005967,109005967,Co-Ords,BANIW00006381
BW10K14_Blue_COD-XL,BNWMCOORD109005970,109005970,Co-Ords,BANIW00006384
BW10K14_Blue_COD-XS,BNWMCOORD109005965,109005965,Co-Ords,BANIW00006380
BW10K14_Blue_COD-XXL,BNWMCOORD109005971,109005971,Co-Ords,BANIW00006385
BW10K14_PPL_COD-L,BNWMCOORD109005944,109005944,Co-Ords,BANIW00006389
BW10K14_PPL_COD-M,BNWMCOORD109005943,109005943,Co-Ords,BANIW00006388
BW10K14_PPL_COD-XL,BNWMCOORD109005945,109005945,Co-Ords,BANIW00006390
BW10K14_PPL_COD-XS,BNWMCOORD109005941,109005941,Co-Ords,BANIW00006386
BW10K14_PPL_COD-XXL,BNWMCOORD109005947,109005947,Co-Ords,BANIW00006391
BW10K15_Olive_DRS-L,BNWMDRSS109391323,109391323,Dresses,BANIW00006552
BW10K15_Olive_DRS-M,BNWMDRSS109391322,109391322,Dresses,BANIW00006551
BW10K15_Olive_DRS-S,BNWMDRSS109391321,109391321,Dresses,BANIW00006550
BW10K15_Olive_DRS-XL,BNWMDRSS109391324,109391324,Dresses,BANIW00006553
BW10K15_Olive_DRS-XXL,BNWMDRSS109391325,109391325,Dresses,BANIW00006554
BW10K16_Green_COD-M,BNWMCOORD109005949,109005949,Co-Ords,BANIW00006394
BW10K16_Green_COD-S,BNWMCOORD109005948,109005948,Co-Ords,BANIW00006393
BW10K16_Green_COD-XL,BNWMCOORD109005951,109005951,Co-Ords,BANIW00006396
BW10K16_Green_COD-XS,BNWMCOORD109005946,109005946,Co-Ords,BANIW00006392
BW10K16_Green_COD-XXL,BNWMCOORD109005952,109005952,Co-Ords,BANIW00006397
BW10K16_Pink_COD-M,BNWMCOORD109005918,109005918,Co-Ords,BANIW00006400
BW10K16_Pink_COD-S,BNWMCOORD109005917,109005917,Co-Ords,BANIW00006399
BW10K16_Pink_COD-XL,BNWMCOORD109005920,109005920,Co-Ords,BANIW00006402
BW10K16_Pink_COD-XS,BNWMCOORD109005916,109005916,Co-Ords,BANIW00006398
BW10K17_Brown_DRS-L,BNWMDRSS109391306,109391306,Dresses,BANIW00006558
BW10K17_Brown_DRS-M,BNWMDRSS109391305,109391305,Dresses,BANIW00006557
BW10K17_Brown_DRS-S,BNWMDRSS109391304,109391304,Dresses,BANIW00006556
BW10K17_Brown_DRS-XL,BNWMDRSS109391307,109391307,Dresses,BANIW00006559
BW10K17_Brown_DRS-XS,BNWMDRSS109391303,109391303,Dresses,BANIW00006555
BW10K17_Brown_DRS-XXL,BNWMDRSS109391309,109391309,Dresses,BANIW00006560
BW10K17_Green_DRS-L,BNWMDRSS109391251,109391251,Dresses,BANIW00006564
BW10K17_Green_DRS-M,BNWMDRSS109391250,109391250,Dresses,BANIW00006563
BW10K17_Green_DRS-S,BNWMDRSS109391249,109391249,Dresses,BANIW00006562
BW10K17_Green_DRS-XL,BNWMDRSS109391252,109391252,Dresses,BANIW00006565
BW10K17_Green_DRS-XS,BNWMDRSS109391248,109391248,Dresses,BANIW00006561
BW10K17_Green_DRS-XXL,BNWMDRSS109391253,109391253,Dresses,BANIW00006566
BW10K18_LGreen_COD-L,BNWMCOORD109005905,109005905,Co-Ords,BANIW00006407
BW10K18_LGreen_COD-M,BNWMCOORD109005903,109005903,Co-Ords,BANIW00006406
BW10K18_LGreen_COD-S,BNWMCOORD109005901,109005901,Co-Ords,BANIW00006405
BW10K18_LGreen_COD-XL,BNWMCOORD109005907,109005907,Co-Ords,BANIW00006408
BW10K18_LGreen_COD-XS,BNWMCOORD109005898,109005898,Co-Ords,BANIW00006404
BW10K18_LGreen_COD-XXL,BNWMCOORD109005908,109005908,Co-Ords,BANIW00006409
BW10K18_PPL_COD-L,BNWMCOORD109005926,109005926,Co-Ords,BANIW00006413
BW10K18_PPL_COD-M,BNWMCOORD109005925,109005925,Co-Ords,BANIW00006412
BW10K18_PPL_COD-S,BNWMCOORD109005924,109005924,Co-Ords,BANIW00006411
BW10K18_PPL_COD-XL,BNWMCOORD109005928,109005928,Co-Ords,BANIW00006414
BW10K18_PPL_COD-XXL,BNWMCOORD109005929,109005929,Co-Ords,BANIW00006415
BW10K20_Blue_COD-L,BNWMCOORD109005938,109005938,Co-Ords,BANIW00006419
BW10K20_Blue_COD-M,BNWMCOORD109005937,109005937,Co-Ords,BANIW00006418
BW10K20_Blue_COD-S,BNWMCOORD109005936,109005936,Co-Ords,BANIW00006417
BW10K20_Blue_COD-XL,BNWMCOORD109005939,109005939,Co-Ords,BANIW00006420
BW10K20_Blue_COD-XXL,BNWMCOORD109005940,109005940,Co-Ords,BANIW00006421
BW10K20_Olive_COD-S,BNWMCOORD109005930,109005930,Co-Ords,BANIW00006423
BW10K20_Olive_COD-XS,BNWMCOORD109005927,109005927,Co-Ords,BANIW00006422
BW10K24_Beige_DRS-S,BNWMDRSS109391308,109391308,Dresses,BANIW00006586
BW10K24_Green_DRS-S,BNWMDRSS109391285,109391285,Dresses,BANIW00006592
BW10K26_Green_COD-L,BNWMCOORD111698898,111698898,Co-Ords,BANIW00006700
BW10K26_Green_COD-M,BNWMCOORD111698897,111698897,Co-Ords,BANIW00006699
BW10K26_Green_COD-S,BNWMCOORD111698896,111698896,Co-Ords,BANIW00006698
BW10K26_Green_COD-XL,BNWMCOORD111698899,111698899,Co-Ords,BANIW00006701
BW10K26_Green_COD-XXL,BNWMCOORD111698900,111698900,Co-Ords,BANIW00006702
BW10K26_Navy_COD-L,BNWMCOORD111698938,111698938,Co-Ords,BANIW00006705
BW10K26_Navy_COD-S,BNWMCOORD111698936,111698936,Co-Ords,BANIW00006703
BW10K26_Navy_COD-XL,BNWMCOORD111698939,111698939,Co-Ords,BANIW00006706
BW10K26_Navy_COD-XXL,BNWMCOORD111698940,111698940,Co-Ords,BANIW00006707
BW10K28_Brown_WTC-L,BNWMWACO109391242,109391242,Co-Ords,BANIW00006496
BW10K28_Brown_WTC-M,BNWMWACO109391240,109391240,Co-Ords,BANIW00006495
BW10K28_Brown_WTC-S,BNWMWACO109391238,109391238,Co-Ords,BANIW00006494
BW10K28_Brown_WTC-XL,BNWMWACO109391244,109391244,Co-Ords,BANIW00006497
BW10K28_Brown_WTC-XS,BNWMWACO109391236,109391236,Co-Ords,BANIW00006493
BW10K28_Brown_WTC-XXL,BNWMWACO109391246,109391246,Co-Ords,BANIW00006498
BW10K28_Grey_WTC-M,BNWMWACO109391360,109391360,Co-Ords,BANIW00006501
BW10K28_Grey_WTC-S,BNWMWACO109391359,109391359,Co-Ords,BANIW00006500
BW10K28_Grey_WTC-XL,BNWMWACO109391362,109391362,Co-Ords,BANIW00006503
BW10K28_Grey_WTC-XS,BNWMWACO109391358,109391358,Co-Ords,BANIW00006499
BW10K28_Grey_WTC-XXL,BNWMWACO109391363,109391363,Co-Ords,BANIW00006504
BW10K29_Blue_WTC-L,BNWMWACO109391243,109391243,Co-Ords,BANIW00006508
BW10K29_Blue_WTC-M,BNWMWACO109391241,109391241,Co-Ords,BANIW00006507
BW10K29_Blue_WTC-S,BNWMWACO109391239,109391239,Co-Ords,BANIW00006506
BW10K29_Blue_WTC-XL,BNWMWACO109391245,109391245,Co-Ords,BANIW00006509
BW10K29_Blue_WTC-XS,BNWMWACO109391237,109391237,Co-Ords,BANIW00006505
BW10K29_Blue_WTC-XXL,BNWMWACO109391247,109391247,Co-Ords,BANIW00006510
BW10K29_Green_WTC-L,BNWMWACO109391269,109391269,Co-Ords,BANIW00006514
BW10K29_Green_WTC-M,BNWMWACO109391268,109391268,Co-Ords,BANIW00006513
BW10K29_Green_WTC-S,BNWMWACO109391267,109391267,Co-Ords,BANIW00006512
BW10K29_Green_WTC-XL,BNWMWACO109391270,109391270,Co-Ords,BANIW00006515
BW10K29_Green_WTC-XS,BNWMWACO109391266,109391266,Co-Ords,BANIW00006511
BW10K29_Green_WTC-XXL,BNWMWACO109391271,109391271,Co-Ords,BANIW00006516
BW10K34_BLUE_COD-L,Not Listed,#N/A,Co-Ords,#N/A
BW10K34_BLUE_COD-M,Not Listed,#N/A,Co-Ords,#N/A
BW10K34_BLUE_COD-S,Not Listed,#N/A,Co-Ords,#N/A
BW10K34_BLUE_COD-XL,Not Listed,#N/A,Co-Ords,#N/A
BW10K34_BLUE_COD-XS,Not Listed,#N/A,Co-Ords,#N/A
BW10K34_BLUE_COD-XXL,Not Listed,#N/A,Co-Ords,#N/A
BW10K34_GREEN_COD-L,Not Listed,#N/A,Co-Ords,#N/A
BW10K34_GREEN_COD-M,Not Listed,#N/A,Co-Ords,#N/A
BW10K34_GREEN_COD-XL,Not Listed,#N/A,Co-Ords,#N/A
BW10K34_GREEN_COD-XXL,Not Listed,#N/A,Co-Ords,#N/A
BW10K39_Brown_TOP-L,BNWMTOPS109391383,109391383,Tops,#N/A
BW10K39_Brown_TOP-S,BNWMTOPS109391381,109391381,Tops,#N/A
BW10K4_Blue_COD-L,BNWMCOORD109391263,109391263,Co-Ords,BANIW00006472
BW10K4_Blue_COD-M,BNWMCOORD109391262,109391262,Co-Ords,BANIW00006471
BW10K4_Blue_COD-S,BNWMCOORD109391261,109391261,Co-Ords,BANIW00006470
BW10K4_Blue_COD-XL,BNWMCOORD109391264,109391264,Co-Ords,BANIW00006473
BW10K4_Blue_COD-XS,BNWMCOORD109391260,109391260,Co-Ords,BANIW00006469
BW10K4_Blue_COD-XXL,BNWMCOORD109391265,109391265,Co-Ords,BANIW00006474
BW10K4_Pink_COD-L,BNWMCOORD109391372,109391372,Co-Ords,BANIW00006478
BW10K4_Pink_COD-M,BNWMCOORD109391371,109391371,Co-Ords,BANIW00006477
BW10K4_Pink_COD-S,BNWMCOORD109391370,109391370,Co-Ords,BANIW00006476
BW10K4_Pink_COD-XL,BNWMCOORD109391373,109391373,Co-Ords,BANIW00006479
BW10K4_Pink_COD-XS,BNWMCOORD109391369,109391369,Co-Ords,BANIW00006475
BW10K4_Pink_COD-XXL,BNWMCOORD109391374,109391374,Co-Ords,BANIW00006480
BW10K5_Blue_DRS-L,BNWMDRSS109391257,109391257,Dresses,BANIW00006528
BW10K5_Blue_DRS-M,BNWMDRSS109391256,109391256,Dresses,BANIW00006527
BW10K5_Blue_DRS-S,BNWMDRSS109391255,109391255,Dresses,BANIW00006526
BW10K5_Blue_DRS-XL,BNWMDRSS109391258,109391258,Dresses,BANIW00006529
BW10K5_Blue_DRS-XS,BNWMDRSS109391254,109391254,Dresses,BANIW00006525
BW10K5_Blue_DRS-XXL,BNWMDRSS109391259,109391259,Dresses,BANIW00006530
BW10K5_Pink_DRS-S,BNWMDRSS109391274,109391274,Dresses,BANIW00006532
BW10K5_Pink_DRS-XXL,BNWMDRSS109391282,109391282,Dresses,BANIW00006536
BW10K6_Mustard_COD-L,BNWMCOORD109005987,109005987,Co-Ords,BANIW00006353
BW10K6_Mustard_COD-M,BNWMCOORD109005986,109005986,Co-Ords,BANIW00006352
BW10K6_Mustard_COD-S,BNWMCOORD109005985,109005985,Co-Ords,BANIW00006351
BW10K6_Mustard_COD-XL,BNWMCOORD109005988,109005988,Co-Ords,BANIW00006354
BW10K6_Mustard_COD-XS,BNWMCOORD109005984,109005984,Co-Ords,BANIW00006350
BW10K6_Mustard_COD-XXL,BNWMCOORD109005989,109005989,Co-Ords,BANIW00006355
BW10K7_Blue_COD-L,BNWMCOORD109005999,109005999,Co-Ords,BANIW00006359
BW10K7_Blue_COD-M,BNWMCOORD109005998,109005998,Co-Ords,BANIW00006358
BW10K7_Blue_COD-S,BNWMCOORD109005997,109005997,Co-Ords,BANIW00006357
BW10K7_Blue_COD-XL,BNWMCOORD109006000,109006000,Co-Ords,BANIW00006360
BW10K7_Blue_COD-XS,BNWMCOORD109005996,109005996,Co-Ords,BANIW00006356
BW10K7_Blue_COD-XXL,BNWMCOORD109006001,109006001,Co-Ords,BANIW00006361
BW10K8_Black_COD-L,BNWMCOORD109391233,109391233,Co-Ords,BANIW00006484
BW10K8_Black_COD-M,BNWMCOORD109391232,109391232,Co-Ords,BANIW00006483
BW10K8_Black_COD-S,BNWMCOORD109391231,109391231,Co-Ords,BANIW00006482
BW10K8_Black_COD-XL,BNWMCOORD109391234,109391234,Co-Ords,BANIW00006485
BW10K8_Black_COD-XS,BNWMCOORD109391230,109391230,Co-Ords,BANIW00006481
BW10K8_Black_COD-XXL,BNWMCOORD109391235,109391235,Co-Ords,BANIW00006486
BW10K9_Black_DRS-L,BNWMDRSS109391329,109391329,Dresses,BANIW00006540
BW10K9_Black_DRS-M,BNWMDRSS109391328,109391328,Dresses,BANIW00006539
BW10K9_Black_DRS-S,BNWMDRSS109391327,109391327,Dresses,BANIW00006538
BW10K9_Black_DRS-XL,BNWMDRSS109391330,109391330,Dresses,BANIW00006541
BW10K9_Black_DRS-XS,BNWMDRSS109391326,109391326,Dresses,BANIW00006537
BW10K9_Black_DRS-XXL,BNWMDRSS109391331,109391331,Dresses,BANIW00006542
BW10K9_Red_DRS-L,BNWMDRSS109391342,109391342,Dresses,BANIW00006546
BW10K9_Red_DRS-M,BNWMDRSS109391341,109391341,Dresses,BANIW00006545
BW10K9_Red_DRS-S,BNWMDRSS109391340,109391340,Dresses,BANIW00006544
BW10K9_Red_DRS-XL,BNWMDRSS109391343,109391343,Dresses,BANIW00006547
BW10K9_Red_DRS-XS,BNWMDRSS109391339,109391339,Dresses,BANIW00006543
BW10K9_Red_DRS-XXL,BNWMDRSS109391344,109391344,Dresses,BANIW00006548
BW6065GRN_COD-L,BNWMCLST69129740,69129740,Co-Ords,BANIW00002409
BW6065GRN_COD-M,BNWMCLST69129738,69129738,Co-Ords,BANIW00002408
BW6065GRN_COD-S,BNWMCLST69129736,69129736,Co-Ords,BANIW00002407
BW6065GRN_COD-XXL,BNWMCLST69129744,69129744,Co-Ords,BANIW00002411
BW6066GRN_DRS-XXL,BNWMDRSS69428688,69428688,Dresses,BANIW00003940
BW6066PINK_DRS-XXL,BNWMDRSS69428668,69428668,Dresses,BANIW00003945
BW6079FUS_SKD-XXL,BNWMKASS70348298,70348298,Kurta Sets,BANIW00002313
BW6080BLUE_DRS-L,BNWMDRSS69428634,69428634,Dresses,BANIW00003928
BW6080BLUE_DRS-M,BNWMDRSS69428632,69428632,Dresses,BANIW00003927
BW6080BLUE_DRS-S,BNWMDRSS69428630,69428630,Dresses,BANIW00003926
BW6080BLUE_DRS-XL,BNWMDRSS69428636,69428636,Dresses,BANIW00003929
BW6080BLUE_DRS-XXL,BNWMDRSS69428638,69428638,Dresses,BANIW00003930
BW6080YELL_DRS-M,BNWMDRSS69428672,69428672,Dresses,BANIW00003932
BW6080YELL_DRS-S,BNWMDRSS69428670,69428670,Dresses,BANIW00003931
BW6082GRN_DRS-S,BNWMDRSS69428550,69428550,Dresses,BANIW00003896
BW6082MUST_DRS-L,BNWMDRSS69428544,69428544,Dresses,BANIW00003903
BW6082MUST_DRS-M,BNWMDRSS69428542,69428542,Dresses,BANIW00003902
BW6082MUST_DRS-S,BNWMDRSS69428536,69428536,Dresses,BANIW00003901
BW6082MUST_DRS-XL,BNWMDRSS69428546,69428546,Dresses,BANIW00003904
BW6082MUST_DRS-XXL,BNWMDRSS69428548,69428548,Dresses,BANIW00003905
BW6083BLUE_DRS-L,BNWMDRSS69428564,69428564,Dresses,BANIW00002191
BW6083BLUE_DRS-M,BNWMDRSS69428562,69428562,Dresses,BANIW00002190
BW6083BLUE_DRS-S,BNWMDRSS69428560,69428560,Dresses,BANIW00002189
BW6083BLUE_DRS-XL,BNWMDRSS69428566,69428566,Dresses,BANIW00002192
BW6083BLUE_DRS-XS,BNWMDRSS100377488,100377488,Dresses,BANIW00006288
BW6083BLUE_DRS-XXL,BNWMDRSS69428568,69428568,Dresses,BANIW00002193
BW6085BLUE_DRS-L,BNWMDRSS69428526,69428526,Dresses,BANIW00002196
BW6085BLUE_DRS-M,BNWMDRSS69428522,69428522,Dresses,BANIW00002195
BW6085BLUE_DRS-S,BNWMDRSS69428520,69428520,Dresses,BANIW00002194
BW6085BLUE_DRS-XL,BNWMDRSS69428528,69428528,Dresses,BANIW00002197
BW6085BLUE_DRS-XS,BNWMDRSS100377494,100377494,Dresses,BANIW00006294
BW6085BLUE_DRS-XXL,BNWMDRSS69428532,69428532,Dresses,BANIW00002198
BW6087GRN_SKD-XXL,BNWMKASS72670742,72670742,Kurta Sets,BANIW00003064
BW6087WINE_SKD-L,BNWMKASS70348204,70348204,Kurta Sets,BANIW00002321
BW6087WINE_SKD-M,BNWMKASS70348202,70348202,Kurta Sets,BANIW00002320
BW6087WINE_SKD-S,BNWMKASS70348200,70348200,Kurta Sets,BANIW00002319
BW6087WINE_SKD-XL,BNWMKASS70348206,70348206,Kurta Sets,BANIW00002322
BW6087WINE_SKD-XXL,BNWMKASS70348208,70348208,Kurta Sets,BANIW00002323
BW6097GRN_SKD-XXL,BNWMKASS72670690,72670690,Kurta Sets,BANIW00003069
BW7001BLUE_COD-L,BNWMCLST69129660,69129660,Co-Ords,BANIW00002439
BW7001BLUE_COD-XXL,BNWMCLST69129664,69129664,Co-Ords,BANIW00002441
BW7001PINK_COD-L,BNWMCLST69129610,69129610,Co-Ords,BANIW00002444
BW7002BEIGE_COD-L,BNWMCOORD96668557,96668557,Co-Ords,BANIW00002449
BW7002BEIGE_COD-M,BNWMCOORD96668554,96668554,Co-Ords,BANIW00002448
BW7002BEIGE_COD-S,BNWMCOORD96668551,96668551,Co-Ords,BANIW00002447
BW7002BEIGE_COD-XL,BNWMCOORD96668561,96668561,Co-Ords,BANIW00002450
BW7002BEIGE_COD-XS,BNWMCOORD96668548,96668548,Co-Ords,#N/A
BW7002BEIGE_COD-XXL,BNWMCOORD96668563,96668563,Co-Ords,BANIW00002451
BW7002BRN_COD-L,BNWMCLST69129620,69129620,Co-Ords,BANIW00002454
BW7002BRN_COD-M,BNWMCLST69129618,69129618,Co-Ords,BANIW00002453
BW7002BRN_COD-S,BNWMCLST69129616,69129616,Co-Ords,BANIW00002452
BW7002BRN_COD-XL,BNWMCLST69129622,69129622,Co-Ords,BANIW00002455
BW7002BRN_COD-XS,BNWMCOORD75301654,75301654,Co-Ords,#N/A
BW7002BRN_COD-XXL,BNWMCLST69129624,69129624,Co-Ords,BANIW00002456
BW7003RUST_COD-M,BNWMCLST69129628,69129628,Co-Ords,BANIW00002463
BW7003RUST_COD-S,BNWMCLST69129626,69129626,Co-Ords,BANIW00002462
BW7003RUST_COD-XL,BNWMCLST69129632,69129632,Co-Ords,BANIW00002465
BW7003RUST_COD-XXL,BNWMCLST69129634,69129634,Co-Ords,BANIW00002466
BW7006BLK_COD-L,BNWMCLST69129680,69129680,Co-Ords,BANIW00002489
BW7006BLK_COD-M,BNWMCLST69129678,69129678,Co-Ords,BANIW00002488
BW7006BLK_COD-S,BNWMCLST69129676,69129676,Co-Ords,BANIW00002487
BW7006BLK_COD-XL,BNWMCLST69129682,69129682,Co-Ords,BANIW00002490
BW7006BLK_COD-XS,BNWMCOORD75301662,75301662,Co-Ords,#N/A
BW7006BLK_COD-XXL,BNWMCLST69129684,69129684,Co-Ords,BANIW00002491
BW7006COORD_BLUE-L,BNWMCOORD96251606,96251606,Co-Ords,BANIW00005189
BW7006COORD_BLUE-M,BNWMCOORD96251605,96251605,Co-Ords,BANIW00005188
BW7006COORD_BLUE-S,BNWMCOORD96251604,96251604,Co-Ords,BANIW00005187
BW7006COORD_BLUE-XL,BNWMCOORD96251607,96251607,Co-Ords,BANIW00005190
BW7006COORD_BLUE-XS,BNWMCOORD96251603,96251603,Co-Ords,BANIW00005186
BW7006COORD_BLUE-XXL,BNWMCOORD96251608,96251608,Co-Ords,BANIW00005191
BW7006COORD_PINK-L,BNWMCOORD96251590,96251590,Co-Ords,BANIW00005195
BW7006COORD_PINK-M,BNWMCOORD96251588,96251588,Co-Ords,BANIW00005194
BW7006COORD_PINK-S,BNWMCOORD96251587,96251587,Co-Ords,BANIW00005193
BW7006COORD_PINK-XL,BNWMCOORD96251592,96251592,Co-Ords,BANIW00005196
BW7006COORD_PINK-XS,BNWMCOORD96251585,96251585,Co-Ords,BANIW00005192
BW7006COORD_PINK-XXL,BNWMCOORD96251594,96251594,Co-Ords,BANIW00005197
BW7006MUST_COD-L,BNWMCLST69129760,69129760,Co-Ords,BANIW00002494
BW7006MUST_COD-M,BNWMCLST69129758,69129758,Co-Ords,BANIW00002493
BW7006MUST_COD-S,BNWMCLST69129756,69129756,Co-Ords,BANIW00002492
BW7006MUST_COD-XL,BNWMCLST69129762,69129762,Co-Ords,BANIW00002495
BW7006MUST_COD-XS,BNWMCOORD75301634,75301634,Co-Ords,#N/A
BW7006MUST_COD-XXL,BNWMCLST69129764,69129764,Co-Ords,BANIW00002496
BW7008GREY_COD-L,BNWMCLST69129790,69129790,Co-Ords,BANIW00002509
BW7008GREY_COD-M,BNWMCLST69129788,69129788,Co-Ords,BANIW00002508
BW7008GREY_COD-S,BNWMCLST69129786,69129786,Co-Ords,BANIW00002507
BW7008GREY_COD-XL,BNWMCLST69129792,69129792,Co-Ords,BANIW00002510
BW7008GREY_COD-XS,BNWMCOORD75301650,75301650,Co-Ords,#N/A
BW7008GREY_COD-XXL,BNWMCLST69129794,69129794,Co-Ords,BANIW00002511
BW7008PEH_COD-S,BNWMCLST69129776,69129776,Co-Ords,BANIW00002512
BW7008PEH_COD-XS,BNWMCOORD75301644,75301644,Co-Ords,#N/A
BW7009MUST_COD-L,BNWMCLST69129840,69129840,Co-Ords,BANIW00002519
BW7009MUST_COD-M,BNWMCLST69129838,69129838,Co-Ords,BANIW00002518
BW7009MUST_COD-S,BNWMCLST69129832,69129832,Co-Ords,BANIW00002517
BW7009MUST_COD-XL,BNWMCLST69129842,69129842,Co-Ords,BANIW00002520
BW7009MUST_COD-XS,BNWMCOORD75301640,75301640,Co-Ords,#N/A
BW7009MUST_COD-XXL,BNWMCLST69129844,69129844,Co-Ords,BANIW00002521
BW7009ROSE_COD-L,BNWMCLST69129850,69129850,Co-Ords,BANIW00002524
BW7009ROSE_COD-M,BNWMCLST69129848,69129848,Co-Ords,BANIW00002523
BW7009ROSE_COD-S,BNWMCLST69129846,69129846,Co-Ords,BANIW00002522
BW7009ROSE_COD-XL,BNWMCLST69129852,69129852,Co-Ords,BANIW00002525
BW7009ROSE_COD-XS,BNWMCOORD75301636,75301636,Co-Ords,#N/A
BW7009ROSE_COD-XXL,BNWMCLST69129854,69129854,Co-Ords,BANIW00002526
BW7010BLUE_COD-L,BNWMCLST69129880,69129880,Co-Ords,BANIW00002529
BW7010BLUE_COD-M,BNWMCLST69129878,69129878,Co-Ords,BANIW00002528
BW7010BLUE_COD-S,BNWMCLST69129876,69129876,Co-Ords,BANIW00002527
BW7010BLUE_COD-XL,BNWMCLST69129882,69129882,Co-Ords,BANIW00002530
BW7010BLUE_COD-XS,BNWMCOORD75301660,75301660,Co-Ords,#N/A
BW7010BLUE_COD-XXL,BNWMCLST69129884,69129884,Co-Ords,BANIW00002531
BW7010WINE_COD-S,BNWMCLST69129856,69129856,Co-Ords,BANIW00002532
BW7010WINE_COD-XS,BNWMCOORD75301638,75301638,Co-Ords,#N/A
BW7011YELL_SKD-M,BNWMKASS70348250,70348250,Kurta Sets,BANIW00004122
BW7017TOP_BLK-S,BNWMTOPS90017494,90017494,Tops,BANIW00003598
BW7017TOP_BLK-XL,BNWMTOPS90017500,90017500,Tops,BANIW00003601
BW7017TOP_BLK-XS,BNWMTOPS90017492,90017492,Tops,#N/A
BW7017TOP_CREAM-L,BNWMTOPS71603364,71603364,Tops,BANIW00002618
